trade_id,settlement_date,trade_time,trade_type,bond_type,bond_name,seller,seller_trader,buyer,buyer_trader,net_price,yield_rate,nominal_amount,settlement_amount,trade_date
TR597898,2023-10-11,2023-10-11 16:06:37,RFQ,国债,债券C,机构A,交易员1,机构E,交易员4,104.61,4.61,6520,6820.57,2023-10-11
TR775461,2023-09-20,2023-09-20 15:01:10,RFQ,政策性金融债,债券D,机构E,交易员4,机构B,交易员1,97.43,3.76,2249,2191.2,2023-09-20
TR378782,2023-09-14,2023-09-14 09:01:39,Negotiate,国债,债券C,机构B,交易员5,机构E,交易员3,98.98,4.72,9996,9894.04,2023-09-14
TR679492,2023-10-12,2023-10-12 14:10:47,RFQ,企业债,债券C,机构B,交易员4,机构D,交易员3,104.63,2.86,7279,7616.02,2023-10-12
TR540848,2023-05-13,2023-05-13 13:04:39,Negotiate,国债,债券C,机构A,交易员1,机构C,交易员2,104.17,3.92,4660,4854.32,2023-05-13
TR645877,2023-06-11,2023-06-11 13:25:19,RFQ,企业债,债券A,机构D,交易员1,机构B,交易员5,102.41,4.6,9142,9362.32,2023-06-11
TR543514,2023-07-30,2023-07-30 15:12:22,RFQ,企业债,债券D,机构C,交易员5,机构A,交易员5,102.06,4.24,8913,9096.61,2023-07-30
TR522466,2023-09-16,2023-09-16 11:00:36,RFQ,企业债,债券E,机构D,交易员5,机构E,交易员4,102.58,3.27,6984,7164.19,2023-09-16
TR846528,2023-07-21,2023-07-21 11:35:54,Negotiate,政策性金融债,债券E,机构C,交易员2,机构D,交易员5,102.58,2.61,7209,7394.99,2023-07-21
TR562359,2023-03-20,2023-03-20 10:06:24,Negotiate,政策性金融债,债券D,机构B,交易员1,机构D,交易员3,98.42,3.05,1032,1015.69,2023-03-20
TR846459,2023-02-06,2023-02-06 09:56:55,RFQ,企业债,债券D,机构D,交易员3,机构B,交易员5,95.28,3.76,8162,7776.75,2023-02-06
TR422579,2023-05-23,2023-05-23 12:16:33,RFQ,政策性金融债,债券A,机构E,交易员3,机构B,交易员1,96.41,4.87,4147,3998.12,2023-05-23
TR689120,2023-08-01,2023-08-01 10:51:18,RFQ,企业债,债券A,机构C,交易员2,机构A,交易员3,100.58,3.64,1611,1620.34,2023-08-01
TR887768,2023-03-20,2023-03-20 10:42:47,Negotiate,国债,债券C,机构B,交易员5,机构D,交易员1,101.5,2.56,1140,1157.1,2023-03-20
TR840582,2023-07-12,2023-07-12 14:36:43,RFQ,企业债,债券B,机构E,交易员1,机构D,交易员3,96.73,3.87,2120,2050.68,2023-07-12
TR886320,2023-01-17,2023-01-17 09:24:44,RFQ,企业债,债券B,机构E,交易员2,机构A,交易员2,101.54,4.79,7693,7811.47,2023-01-17
TR563423,2023-06-27,2023-06-27 14:32:36,RFQ,企业债,债券C,机构B,交易员4,机构D,交易员1,95.11,4.84,4415,4199.11,2023-06-27
TR883000,2023-07-11,2023-07-11 11:35:20,RFQ,国债,债券C,机构B,交易员1,机构E,交易员5,96.8,3.15,5048,4886.46,2023-07-11
TR413636,2023-01-11,2023-01-11 15:28:47,Negotiate,政策性金融债,债券C,机构B,交易员4,机构D,交易员4,98.09,2.89,1364,1337.95,2023-01-11
TR545019,2023-03-28,2023-03-28 14:05:00,Negotiate,国债,债券E,机构D,交易员1,机构E,交易员5,96.81,3.88,5359,5188.05,2023-03-28
TR737902,2023-01-29,2023-01-29 16:22:44,Negotiate,政策性金融债,债券D,机构B,交易员4,机构E,交易员2,101.74,4.34,9021,9177.97,2023-01-29
TR209464,2023-02-02,2023-02-02 11:24:08,RFQ,国债,债券D,机构E,交易员1,机构A,交易员4,95.76,4.04,5697,5455.45,2023-02-02
TR277649,2023-10-26,2023-10-26 13:09:35,RFQ,国债,债券E,机构D,交易员3,机构C,交易员4,104.33,3.82,1500,1564.95,2023-10-26
TR326701,2023-09-02,2023-09-02 15:28:07,Negotiate,企业债,债券B,机构E,交易员2,机构D,交易员5,103.22,3.35,8184,8447.52,2023-09-02
TR572654,2023-02-08,2023-02-08 12:11:34,Negotiate,国债,债券C,机构A,交易员3,机构C,交易员3,97.69,4.91,4873,4760.43,2023-02-08
TR943919,2023-09-15,2023-09-15 09:12:13,Negotiate,政策性金融债,债券B,机构E,交易员1,机构C,交易员3,101.58,4.2,7836,7959.81,2023-09-15
TR153379,2023-08-14,2023-08-14 16:04:52,Negotiate,国债,债券A,机构E,交易员5,机构A,交易员3,100.43,4.39,5987,6012.74,2023-08-14
TR382715,2023-12-06,2023-12-06 13:31:47,RFQ,企业债,债券E,机构C,交易员3,机构D,交易员3,97.03,4.69,3356,3256.33,2023-12-06
TR541163,2023-11-01,2023-11-01 12:22:06,RFQ,政策性金融债,债券C,机构A,交易员2,机构C,交易员4,102.68,3.34,5604,5754.19,2023-11-01
TR508805,2023-01-29,2023-01-29 12:01:52,RFQ,政策性金融债,债券A,机构E,交易员1,机构C,交易员5,96.58,3.92,6820,6586.76,2023-01-29
TR786251,2023-03-22,2023-03-22 10:14:27,Negotiate,企业债,债券D,机构D,交易员2,机构B,交易员2,102.76,4.37,8789,9031.58,2023-03-22
TR496853,2023-03-19,2023-03-19 10:04:16,Negotiate,企业债,债券C,机构A,交易员2,机构B,交易员2,100.46,4.72,3154,3168.51,2023-03-19
TR464786,2023-10-17,2023-10-17 15:04:20,RFQ,企业债,债券E,机构A,交易员4,机构D,交易员3,95.68,2.67,9798,9374.73,2023-10-17
TR954447,2023-04-27,2023-04-27 13:17:14,RFQ,国债,债券D,机构A,交易员4,机构B,交易员3,97.32,4.84,6833,6649.88,2023-04-27
TR309291,2023-03-30,2023-03-30 10:48:31,Negotiate,国债,债券A,机构E,交易员1,机构C,交易员5,99.57,3.35,7789,7755.51,2023-03-30
TR603563,2023-11-29,2023-11-29 09:19:49,Negotiate,政策性金融债,债券B,机构C,交易员5,机构A,交易员3,95.73,3.62,7515,7194.11,2023-11-29
TR464427,2023-09-26,2023-09-26 13:41:22,Negotiate,国债,债券D,机构A,交易员4,机构C,交易员4,99.15,3.36,1615,1601.27,2023-09-26
TR658248,2023-09-11,2023-09-11 14:33:18,Negotiate,企业债,债券D,机构B,交易员3,机构D,交易员4,104.75,4.49,5457,5716.21,2023-09-11
TR634192,2023-10-04,2023-10-04 14:42:30,RFQ,企业债,债券B,机构D,交易员1,机构B,交易员1,104.1,4.82,7300,7599.3,2023-10-04
TR427326,2023-11-18,2023-11-18 15:26:10,Negotiate,企业债,债券B,机构B,交易员2,机构C,交易员4,96.15,3.76,5418,5209.41,2023-11-18
TR196777,2023-05-04,2023-05-04 09:28:10,Negotiate,国债,债券C,机构B,交易员2,机构C,交易员4,96.19,4.56,1772,1704.49,2023-05-04
TR105535,2023-06-09,2023-06-09 14:32:55,RFQ,政策性金融债,债券B,机构B,交易员5,机构C,交易员1,95.06,3.07,1755,1668.3,2023-06-09
TR956376,2023-06-17,2023-06-17 09:14:46,RFQ,国债,债券B,机构B,交易员3,机构D,交易员3,102.63,4.08,1836,1884.29,2023-06-17
TR789031,2023-02-20,2023-02-20 10:00:18,Negotiate,政策性金融债,债券A,机构B,交易员5,机构E,交易员2,98.85,2.9,5918,5849.94,2023-02-20
TR877780,2023-06-25,2023-06-25 09:16:07,RFQ,国债,债券E,机构C,交易员4,机构D,交易员1,96.91,4.51,7204,6981.4,2023-06-25
TR724949,2023-06-27,2023-06-27 11:22:54,Negotiate,企业债,债券E,机构E,交易员4,机构A,交易员4,103.42,2.96,1683,1740.56,2023-06-27
TR445220,2023-10-25,2023-10-25 14:09:18,RFQ,企业债,债券B,机构D,交易员3,机构E,交易员2,99.06,3.29,9568,9478.06,2023-10-25
TR752000,2023-08-14,2023-08-14 10:23:21,RFQ,国债,债券E,机构D,交易员3,机构B,交易员4,103.8,2.88,9875,10250.25,2023-08-14
TR669506,2023-05-04,2023-05-04 13:54:42,Negotiate,政策性金融债,债券A,机构E,交易员2,机构B,交易员1,104.75,4.39,6455,6761.61,2023-05-04
TR199531,2023-02-23,2023-02-23 13:52:02,Negotiate,政策性金融债,债券A,机构C,交易员1,机构E,交易员3,97.95,3.18,4175,4089.41,2023-02-23
TR581240,2023-11-17,2023-11-17 12:27:28,Negotiate,企业债,债券A,机构A,交易员5,机构E,交易员2,99.4,3.45,3122,3103.27,2023-11-17
TR637850,2023-01-14,2023-01-14 09:52:06,RFQ,国债,债券E,机构D,交易员4,机构C,交易员2,96.4,3.79,6017,5800.39,2023-01-14
TR324293,2023-03-03,2023-03-03 09:19:53,Negotiate,政策性金融债,债券B,机构C,交易员4,机构B,交易员2,96.12,4.29,9983,9595.66,2023-03-03
TR293531,2023-12-07,2023-12-07 13:43:12,RFQ,国债,债券C,机构B,交易员5,机构A,交易员1,104.27,3.29,7625,7950.59,2023-12-07
TR973681,2023-02-25,2023-02-25 10:10:10,RFQ,企业债,债券B,机构E,交易员3,机构A,交易员2,101.73,4.06,7348,7475.12,2023-02-25
TR831430,2023-06-14,2023-06-14 15:44:22,Negotiate,企业债,债券E,机构A,交易员2,机构B,交易员5,98.2,4.52,7103,6975.15,2023-06-14
TR905294,2023-03-02,2023-03-02 14:17:46,Negotiate,企业债,债券E,机构B,交易员5,机构D,交易员1,104.9,4.11,8681,9106.37,2023-03-02
TR382710,2023-11-25,2023-11-25 10:05:12,Negotiate,国债,债券A,机构B,交易员2,机构D,交易员2,102.6,2.95,9027,9261.7,2023-11-25
TR227342,2023-05-12,2023-05-12 16:16:42,RFQ,政策性金融债,债券B,机构C,交易员4,机构B,交易员2,96.39,4.86,9045,8718.48,2023-05-12
TR954270,2023-07-06,2023-07-06 14:21:16,Negotiate,企业债,债券E,机构D,交易员4,机构B,交易员3,102.21,4.43,1915,1957.32,2023-07-06
TR851348,2023-09-29,2023-09-29 16:59:44,RFQ,政策性金融债,债券C,机构B,交易员5,机构E,交易员3,100.69,4.7,8292,8349.21,2023-09-29
TR101568,2023-04-30,2023-04-30 11:39:00,Negotiate,企业债,债券C,机构B,交易员1,机构D,交易员4,104.11,3.03,1376,1432.55,2023-04-30
TR916033,2023-06-21,2023-06-21 13:51:57,Negotiate,企业债,债券D,机构E,交易员3,机构A,交易员3,100.48,3.69,6377,6407.61,2023-06-21
TR529156,2023-09-20,2023-09-20 13:54:17,Negotiate,政策性金融债,债券B,机构E,交易员5,机构C,交易员3,104.4,2.78,5741,5993.6,2023-09-20
TR744031,2023-06-19,2023-06-19 13:15:26,Negotiate,国债,债券A,机构E,交易员4,机构B,交易员5,98.86,3.32,4296,4247.03,2023-06-19
TR598642,2023-04-20,2023-04-20 15:40:46,RFQ,国债,债券E,机构E,交易员3,机构D,交易员4,95.33,3.15,2626,2503.37,2023-04-20
TR444663,2023-05-17,2023-05-17 16:30:30,RFQ,政策性金融债,债券A,机构C,交易员5,机构B,交易员2,95.84,3.29,1236,1184.58,2023-05-17
TR796768,2023-10-11,2023-10-11 09:30:27,Negotiate,企业债,债券B,机构D,交易员5,机构A,交易员5,98.74,3.69,1575,1555.15,2023-10-11
TR466023,2023-08-24,2023-08-24 15:45:59,RFQ,政策性金融债,债券D,机构B,交易员5,机构E,交易员2,101.97,3.14,6176,6297.67,2023-08-24
TR348732,2023-08-17,2023-08-17 16:46:11,RFQ,政策性金融债,债券A,机构A,交易员3,机构D,交易员4,104.68,2.72,7722,8083.39,2023-08-17
TR560137,2023-05-17,2023-05-17 14:36:28,RFQ,国债,债券E,机构A,交易员5,机构E,交易员1,103.39,3.04,3792,3920.55,2023-05-17
TR317005,2023-03-28,2023-03-28 15:59:06,RFQ,国债,债券B,机构A,交易员2,机构B,交易员2,95.58,3.24,1513,1446.13,2023-03-28
TR858319,2023-01-08,2023-01-08 16:41:11,RFQ,政策性金融债,债券A,机构C,交易员2,机构E,交易员3,104.68,3.2,6417,6717.32,2023-01-08
TR196435,2023-04-02,2023-04-02 09:31:30,Negotiate,企业债,债券E,机构B,交易员5,机构D,交易员1,104.86,4.05,7457,7819.41,2023-04-02
TR663402,2023-09-01,2023-09-01 11:42:22,RFQ,企业债,债券E,机构A,交易员1,机构D,交易员3,100.31,4.43,2337,2344.24,2023-09-01
TR244893,2023-01-06,2023-01-06 09:54:15,RFQ,企业债,债券B,机构D,交易员2,机构C,交易员5,100.06,4.66,2109,2110.27,2023-01-06
TR952083,2023-12-06,2023-12-06 16:02:10,Negotiate,企业债,债券E,机构E,交易员3,机构D,交易员2,96.84,4.62,7407,7172.94,2023-12-06
TR643892,2023-03-23,2023-03-23 12:52:50,RFQ,企业债,债券D,机构B,交易员2,机构C,交易员2,98.85,4.26,6741,6663.48,2023-03-23
TR424015,2023-08-10,2023-08-10 13:17:19,Negotiate,政策性金融债,债券E,机构A,交易员2,机构C,交易员1,97.73,4.84,3914,3825.15,2023-08-10
TR119645,2023-08-05,2023-08-05 12:56:56,RFQ,企业债,债券D,机构D,交易员1,机构B,交易员3,103.88,3.6,2241,2327.95,2023-08-05
TR663087,2023-12-23,2023-12-23 12:32:13,RFQ,国债,债券E,机构C,交易员3,机构B,交易员1,103.46,2.56,4303,4451.88,2023-12-23
TR599993,2023-05-09,2023-05-09 09:33:18,Negotiate,国债,债券B,机构E,交易员2,机构C,交易员1,97.9,4.02,1677,1641.78,2023-05-09
TR543804,2023-10-05,2023-10-05 15:14:28,Negotiate,企业债,债券A,机构E,交易员2,机构A,交易员3,98.22,2.83,1055,1036.22,2023-10-05
TR827605,2023-11-13,2023-11-13 10:50:56,Negotiate,国债,债券D,机构A,交易员1,机构C,交易员2,103.35,4.29,8094,8365.15,2023-11-13
TR818520,2023-03-10,2023-03-10 14:09:42,RFQ,企业债,债券D,机构E,交易员2,机构C,交易员2,97.36,3.04,5050,4916.68,2023-03-10
TR280993,2023-12-05,2023-12-05 16:53:11,Negotiate,国债,债券A,机构B,交易员1,机构D,交易员3,101.5,4.82,3921,3979.82,2023-12-05
TR727370,2023-06-19,2023-06-19 13:58:26,RFQ,企业债,债券E,机构B,交易员3,机构D,交易员4,100.44,2.91,5869,5894.82,2023-06-19
TR718753,2023-12-17,2023-12-17 14:01:56,Negotiate,政策性金融债,债券B,机构E,交易员2,机构C,交易员4,104.59,4.8,8873,9280.27,2023-12-17
TR460422,2023-01-13,2023-01-13 16:35:32,Negotiate,企业债,债券D,机构B,交易员3,机构A,交易员1,100.53,4.26,3159,3175.74,2023-01-13
TR269429,2023-11-23,2023-11-23 13:04:42,RFQ,企业债,债券C,机构D,交易员5,机构A,交易员4,100.75,2.59,9718,9790.89,2023-11-23
TR177265,2023-01-27,2023-01-27 09:46:17,RFQ,企业债,债券B,机构E,交易员4,机构C,交易员2,96.04,2.7,7851,7540.1,2023-01-27
TR885882,2023-03-26,2023-03-26 16:26:23,Negotiate,政策性金融债,债券D,机构E,交易员4,机构B,交易员5,99.12,4.4,4382,4343.44,2023-03-26
TR695881,2023-01-12,2023-01-12 12:33:33,RFQ,政策性金融债,债券C,机构C,交易员5,机构D,交易员4,100.69,3.49,4571,4602.54,2023-01-12
TR651296,2023-12-21,2023-12-21 12:08:47,RFQ,国债,债券C,机构C,交易员2,机构A,交易员4,96.54,3.97,8407,8116.12,2023-12-21
TR314406,2023-05-16,2023-05-16 10:08:08,RFQ,政策性金融债,债券E,机构C,交易员5,机构A,交易员1,101.47,3.56,8671,8798.46,2023-05-16
TR240279,2023-04-12,2023-04-12 09:11:34,Negotiate,国债,债券E,机构C,交易员2,机构E,交易员3,96.71,2.68,1563,1511.58,2023-04-12
TR141301,2023-05-25,2023-05-25 15:08:37,Negotiate,政策性金融债,债券A,机构A,交易员1,机构E,交易员1,96.33,3.09,5496,5294.3,2023-05-25
TR749320,2023-08-25,2023-08-25 14:30:51,Negotiate,企业债,债券C,机构B,交易员1,机构A,交易员3,95.15,2.6,5669,5394.05,2023-08-25
TR986800,2023-04-29,2023-04-29 11:34:39,RFQ,政策性金融债,债券A,机构B,交易员1,机构E,交易员5,101.31,4.08,7047,7139.32,2023-04-29
TR861083,2023-09-13,2023-09-13 09:28:02,Negotiate,企业债,债券E,机构D,交易员4,机构B,交易员2,95.7,3.08,5384,5152.49,2023-09-13
TR660853,2023-03-21,2023-03-21 15:41:45,RFQ,政策性金融债,债券C,机构B,交易员1,机构A,交易员4,97.92,4.24,6779,6638.0,2023-03-21
TR464562,2023-07-24,2023-07-24 14:02:54,Negotiate,企业债,债券B,机构D,交易员5,机构C,交易员5,101.8,2.84,4262,4338.72,2023-07-24
TR851425,2023-03-18,2023-03-18 10:42:14,RFQ,企业债,债券E,机构E,交易员2,机构D,交易员3,101.75,4.26,5959,6063.28,2023-03-18
TR954929,2023-08-14,2023-08-14 12:22:02,Negotiate,政策性金融债,债券E,机构D,交易员2,机构A,交易员3,102.56,4.94,7651,7846.87,2023-08-14
TR694293,2023-10-18,2023-10-18 16:24:45,RFQ,政策性金融债,债券A,机构A,交易员3,机构C,交易员5,102.93,3.82,1792,1844.51,2023-10-18
TR390088,2023-09-24,2023-09-24 14:52:50,RFQ,企业债,债券D,机构C,交易员2,机构D,交易员4,96.61,3.4,3810,3680.84,2023-09-24
TR802675,2023-06-06,2023-06-06 10:13:51,Negotiate,企业债,债券A,机构B,交易员4,机构C,交易员1,99.76,4.08,4210,4199.9,2023-06-06
TR941799,2023-01-15,2023-01-15 09:18:06,RFQ,政策性金融债,债券A,机构A,交易员3,机构E,交易员4,95.54,4.59,3227,3083.08,2023-01-15
TR515967,2023-02-16,2023-02-16 13:49:15,Negotiate,国债,债券E,机构E,交易员1,机构D,交易员5,98.97,4.84,5524,5467.1,2023-02-16
TR926352,2023-03-28,2023-03-28 14:33:56,RFQ,政策性金融债,债券E,机构C,交易员4,机构E,交易员4,98.98,4.14,4837,4787.66,2023-03-28
TR636689,2023-07-16,2023-07-16 12:05:35,Negotiate,政策性金融债,债券E,机构E,交易员3,机构B,交易员4,96.04,4.73,6700,6434.68,2023-07-16
TR229407,2023-06-21,2023-06-21 12:16:08,Negotiate,企业债,债券E,机构C,交易员4,机构B,交易员5,99.93,3.1,9154,9147.59,2023-06-21
TR863605,2023-08-05,2023-08-05 16:25:57,RFQ,企业债,债券E,机构A,交易员3,机构D,交易员1,95.77,3.5,5012,4799.99,2023-08-05
TR214962,2023-01-05,2023-01-05 12:18:34,RFQ,国债,债券C,机构D,交易员4,机构B,交易员2,100.27,4.81,4914,4927.27,2023-01-05
TR740886,2023-10-14,2023-10-14 15:05:57,RFQ,国债,债券E,机构D,交易员2,机构C,交易员1,95.65,3.78,4832,4621.81,2023-10-14
TR165627,2023-10-20,2023-10-20 13:08:42,Negotiate,企业债,债券C,机构C,交易员1,机构E,交易员1,97.29,4.99,3449,3355.53,2023-10-20
TR311153,2023-08-02,2023-08-02 10:53:32,RFQ,国债,债券E,机构A,交易员5,机构C,交易员2,102.6,4.88,5458,5599.91,2023-08-02
TR366299,2023-01-06,2023-01-06 12:59:22,RFQ,企业债,债券D,机构C,交易员5,机构E,交易员2,101.42,4.04,9685,9822.53,2023-01-06
TR783300,2023-01-14,2023-01-14 16:32:34,RFQ,企业债,债券A,机构E,交易员2,机构C,交易员5,95.78,4.71,1925,1843.77,2023-01-14
TR372460,2023-06-01,2023-06-01 15:16:07,RFQ,企业债,债券B,机构D,交易员4,机构A,交易员1,99.66,4.06,8929,8898.64,2023-06-01
TR958733,2023-04-12,2023-04-12 13:52:14,RFQ,国债,债券C,机构A,交易员5,机构E,交易员2,97.25,4.84,6673,6489.49,2023-04-12
TR518586,2023-06-25,2023-06-25 15:59:00,Negotiate,国债,债券B,机构E,交易员1,机构C,交易员2,102.49,3.02,9072,9297.89,2023-06-25
TR981282,2023-03-25,2023-03-25 10:25:38,RFQ,企业债,债券C,机构D,交易员2,机构E,交易员3,97.71,3.59,9979,9750.48,2023-03-25
TR599711,2023-11-09,2023-11-09 11:08:06,RFQ,国债,债券B,机构E,交易员1,机构C,交易员1,101.48,4.73,4305,4368.71,2023-11-09
TR395037,2023-07-12,2023-07-12 14:27:17,Negotiate,企业债,债券D,机构E,交易员3,机构C,交易员5,98.7,4.93,7557,7458.76,2023-07-12
TR251638,2023-07-28,2023-07-28 16:56:05,Negotiate,企业债,债券E,机构D,交易员2,机构B,交易员4,97.12,3.37,8183,7947.33,2023-07-28
TR198775,2023-04-06,2023-04-06 16:28:08,RFQ,政策性金融债,债券A,机构A,交易员2,机构D,交易员2,97.46,2.51,2013,1961.87,2023-04-06
TR907773,2023-03-04,2023-03-04 16:05:01,Negotiate,国债,债券D,机构C,交易员5,机构B,交易员1,95.56,3.33,4315,4123.41,2023-03-04
TR756183,2023-08-08,2023-08-08 14:25:44,RFQ,企业债,债券C,机构E,交易员3,机构C,交易员4,95.65,2.73,5247,5018.76,2023-08-08
TR551677,2023-04-28,2023-04-28 15:11:44,RFQ,政策性金融债,债券D,机构C,交易员3,机构D,交易员2,96.08,4.35,3783,3634.71,2023-04-28
TR965437,2023-04-06,2023-04-06 12:05:15,Negotiate,政策性金融债,债券C,机构E,交易员4,机构C,交易员3,102.5,2.71,2262,2318.55,2023-04-06
TR519634,2023-10-12,2023-10-12 12:03:48,RFQ,企业债,债券E,机构D,交易员5,机构B,交易员4,101.11,2.66,1628,1646.07,2023-10-12
TR741786,2023-08-13,2023-08-13 12:13:54,Negotiate,企业债,债券C,机构A,交易员2,机构C,交易员5,95.17,3.21,1298,1235.31,2023-08-13
TR982953,2023-02-15,2023-02-15 13:34:28,Negotiate,国债,债券E,机构C,交易员5,机构D,交易员1,103.91,3.3,5002,5197.58,2023-02-15
TR207528,2023-01-10,2023-01-10 14:28:18,RFQ,政策性金融债,债券D,机构C,交易员2,机构E,交易员4,99.47,4.51,1362,1354.78,2023-01-10
TR728299,2023-08-18,2023-08-18 15:49:37,Negotiate,国债,债券A,机构E,交易员5,机构A,交易员1,102.0,4.83,8504,8674.08,2023-08-18
TR361901,2023-06-07,2023-06-07 16:11:26,Negotiate,国债,债券D,机构C,交易员5,机构B,交易员3,100.43,3.63,7800,7833.54,2023-06-07
TR331216,2023-03-28,2023-03-28 13:34:09,Negotiate,国债,债券B,机构A,交易员3,机构D,交易员3,97.41,4.18,6279,6116.37,2023-03-28
TR961286,2023-07-02,2023-07-02 10:09:11,Negotiate,国债,债券E,机构A,交易员3,机构B,交易员3,95.81,4.63,9240,8852.84,2023-07-02
TR599094,2023-01-25,2023-01-25 09:25:13,Negotiate,国债,债券C,机构B,交易员4,机构C,交易员3,96.15,2.95,1453,1397.06,2023-01-25
TR614718,2023-01-13,2023-01-13 15:44:34,Negotiate,企业债,债券E,机构E,交易员1,机构A,交易员1,104.14,3.25,8108,8443.67,2023-01-13
TR850085,2023-03-26,2023-03-26 09:43:55,Negotiate,企业债,债券B,机构B,交易员1,机构C,交易员5,97.88,3.87,1103,1079.62,2023-03-26
TR171513,2023-05-18,2023-05-18 15:56:33,RFQ,国债,债券B,机构A,交易员2,机构D,交易员3,104.32,3.13,7691,8023.25,2023-05-18
TR369193,2023-07-15,2023-07-15 14:34:34,RFQ,政策性金融债,债券B,机构C,交易员3,机构D,交易员5,104.84,2.77,5322,5579.58,2023-07-15
TR358608,2023-07-04,2023-07-04 11:43:38,RFQ,国债,债券A,机构D,交易员4,机构A,交易员2,103.99,3.54,7098,7381.21,2023-07-04
TR985495,2023-10-11,2023-10-11 15:45:55,Negotiate,国债,债券E,机构A,交易员5,机构D,交易员5,95.88,3.45,5449,5224.5,2023-10-11
TR498511,2023-01-16,2023-01-16 12:10:43,Negotiate,国债,债券E,机构A,交易员1,机构B,交易员1,99.35,2.62,8080,8027.48,2023-01-16
TR593132,2023-08-21,2023-08-21 11:41:09,Negotiate,国债,债券B,机构E,交易员4,机构C,交易员4,97.11,4.52,9068,8805.93,2023-08-21
TR494251,2023-11-29,2023-11-29 15:25:38,RFQ,国债,债券A,机构C,交易员5,机构B,交易员3,100.08,3.8,1435,1436.15,2023-11-29
TR488414,2023-03-27,2023-03-27 16:11:56,Negotiate,企业债,债券B,机构B,交易员5,机构C,交易员4,100.35,3.63,4898,4915.14,2023-03-27
TR998163,2023-06-14,2023-06-14 12:00:02,Negotiate,政策性金融债,债券C,机构D,交易员4,机构E,交易员2,101.68,3.59,3622,3682.85,2023-06-14
TR261808,2023-04-27,2023-04-27 13:27:10,Negotiate,政策性金融债,债券D,机构D,交易员1,机构A,交易员1,95.19,3.41,3733,3553.44,2023-04-27
TR557663,2023-09-23,2023-09-23 09:07:11,Negotiate,国债,债券C,机构B,交易员3,机构C,交易员1,100.45,4.79,2551,2562.48,2023-09-23
TR401944,2023-10-16,2023-10-16 12:29:43,RFQ,政策性金融债,债券B,机构A,交易员1,机构B,交易员2,98.86,3.99,9261,9155.42,2023-10-16
TR581219,2023-01-12,2023-01-12 12:50:16,Negotiate,政策性金融债,债券B,机构E,交易员5,机构B,交易员2,100.57,4.07,5249,5278.92,2023-01-12
TR530631,2023-02-22,2023-02-22 13:22:12,RFQ,政策性金融债,债券C,机构E,交易员3,机构C,交易员5,104.12,2.87,6295,6554.35,2023-02-22
TR954748,2023-04-29,2023-04-29 15:11:33,RFQ,政策性金融债,债券E,机构B,交易员4,机构C,交易员5,96.35,4.81,4327,4169.06,2023-04-29
TR184274,2023-02-19,2023-02-19 15:39:25,Negotiate,国债,债券E,机构E,交易员4,机构D,交易员3,96.66,4.73,7366,7119.98,2023-02-19
TR538121,2023-05-03,2023-05-03 14:22:45,RFQ,企业债,债券A,机构C,交易员4,机构E,交易员1,103.06,3.14,6762,6968.92,2023-05-03
TR886202,2023-08-04,2023-08-04 10:06:38,Negotiate,政策性金融债,债券A,机构A,交易员3,机构D,交易员3,103.15,3.49,5708,5887.8,2023-08-04
TR501765,2023-06-02,2023-06-02 11:35:17,RFQ,政策性金融债,债券C,机构E,交易员3,机构A,交易员4,104.02,3.05,1179,1226.4,2023-06-02
TR294315,2023-12-15,2023-12-15 12:49:51,RFQ,企业债,债券E,机构E,交易员1,机构A,交易员4,96.3,4.08,5694,5483.32,2023-12-15
TR669736,2023-10-23,2023-10-23 14:42:49,Negotiate,国债,债券A,机构D,交易员1,机构B,交易员1,95.68,2.85,6740,6448.83,2023-10-23
TR148963,2023-03-18,2023-03-18 15:46:21,Negotiate,政策性金融债,债券B,机构C,交易员2,机构B,交易员5,100.98,3.15,6689,6754.55,2023-03-18
TR611611,2023-09-14,2023-09-14 14:27:19,RFQ,政策性金融债,债券D,机构B,交易员3,机构E,交易员5,100.4,4.18,1979,1986.92,2023-09-14
TR709310,2023-10-10,2023-10-10 15:57:58,RFQ,企业债,债券B,机构C,交易员2,机构D,交易员3,100.91,4.55,7787,7857.86,2023-10-10
TR915761,2023-05-14,2023-05-14 09:19:10,Negotiate,政策性金融债,债券A,机构D,交易员3,机构C,交易员2,96.88,3.07,8948,8668.82,2023-05-14
TR127964,2023-08-07,2023-08-07 12:39:45,Negotiate,政策性金融债,债券B,机构A,交易员5,机构C,交易员3,103.24,3.37,8296,8564.79,2023-08-07
TR322412,2023-10-19,2023-10-19 12:29:15,RFQ,企业债,债券A,机构D,交易员3,机构E,交易员4,96.14,3.92,8748,8410.33,2023-10-19
TR695977,2023-07-22,2023-07-22 12:43:09,RFQ,政策性金融债,债券A,机构D,交易员5,机构C,交易员5,95.26,3.15,5047,4807.77,2023-07-22
TR793708,2023-02-05,2023-02-05 13:45:10,RFQ,企业债,债券E,机构B,交易员3,机构A,交易员3,100.03,3.14,4506,4507.35,2023-02-05
TR407912,2023-05-31,2023-05-31 12:30:26,RFQ,国债,债券C,机构E,交易员2,机构A,交易员1,100.7,3.5,7176,7226.23,2023-05-31
TR338476,2023-05-18,2023-05-18 15:17:47,Negotiate,企业债,债券A,机构D,交易员4,机构C,交易员3,97.05,3.58,1523,1478.07,2023-05-18
